nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0514821,Alex Litvak,,,"writer,producer,actor","tt10757290,tt0455782,tt1509767,tt1424381"
nm0514906,Chia-Liang Liu,1936.0,2013.0,"actor,stunts,miscellaneous","tt0084671,tt0108308,tt0111512,tt0080717"
nm0514936,Heng Liu,,,"writer,visual_effects,miscellaneous","tt0881200,tt1410063,tt1604929,tt0948470"
nm0515005,Sam Liu,,,"art_department,director,producer","tt4853102,tt0398417,tt7167630,tt2329077"
nm0515116,Blake Lively,1987.0,,"actress,producer,soundtrack","tt4052882,tt0397442,tt0840361,tt1655441"
nm0515123,Eric Lively,1981.0,,actor,"tt0457297,tt0169247,tt0455362,tt0163651"
nm0515128,Jason Lively,1968.0,,"actor,director,camera_department","tt0089670,tt0078607,tt0085271,tt0091630"
nm0515207,Ruth Livier,,,"actress,writer,miscellaneous","tt2261139,tt0489277,tt1127180,tt2380307"
nm0515226,Ben Livingston,,,"actor,writer,art_department","tt2937900,tt2191671,tt1486192,tt6294822"
nm0515245,Harold Livingston,1924.0,,"writer,miscellaneous","tt0071054,tt0060009,tt0061277,tt0079945"
nm0515272,Margaret Livingston,1895.0,1984.0,"actress,miscellaneous","tt0020388,tt0021917,tt0017626,tt0018455"
nm0515282,Paul Livingston,1956.0,,"writer,actor,soundtrack","tt0103393,tt0118929,tt0127998,tt0112431"
nm0515296,Ron Livingston,1967.0,,"actor,camera_department,producer","tt1457767,tt0151804,tt0117802,tt0268126"
nm0515753,Robert Llewellyn,1956.0,,"actor,writer,producer","tt0103521,tt0366780,tt0205355,tt0094535"
nm0515891,Luis Llosa,1951.0,,"producer,writer,director","tt0111255,tt0118615,tt0094918,tt0106913"
nm0515908,Andrew Lloyd Webber,1948.0,,"soundtrack,composer,music_department","tt5697572,tt0070239,tt0293508,tt0116250"
nm0515941,Christopher Lloyd,1960.0,,"producer,writer,miscellaneous","tt0319963,tt0424095,tt1442437,tt0106004"
nm0515950,Danny Lloyd,1973.0,,actor,"tt5606664,tt0081505,tt0084908,tt6851066"
nm0516038,John J. Lloyd,1922.0,2014.0,"art_director,production_designer","tt0084787,tt0080455,tt0053491,tt0090728"
nm0516056,Lauren Lloyd,,,"producer,miscellaneous,casting_director","tt0187393,tt0119314,tt0337921,tt0116250"
nm0516083,Michael Lloyd,1948.0,,"music_department,soundtrack,composer","tt0120685,tt0094012,tt9710558,tt0092890"
nm0516127,Sam Lloyd,1963.0,2020.0,"actor,soundtrack,writer","tt0285403,tt0177789,tt0107969,tt0119137"
nm0516162,Walt Lloyd,,,"cinematographer,camera_department,producer","tt0313043,tt0098724,tt0177971,tt0112950"
nm0516181,Roger Lloyd Pack,1944.0,2014.0,"actor,soundtrack","tt1340800,tt0330373,tt0081912,tt0108981"
nm0516215,Tony Lo Bianco,1936.0,,"actor,director,soundtrack","tt0070672,tt0067116,tt0113987,tt0064437"
nm0516266,Joe Lo Truglio,1970.0,,"actor,writer,producer","tt0430922,tt0243655,tt1092026,tt0829482"
nm0516319,Lowell Lo,,,"composer,actor,music_department","tt1258972,tt1602572,tt0286112,tt0097202"
nm0516344,Wei Lo,1918.0,1996.0,"actor,director,producer","tt0068767,tt0076285,tt0067824,tt0070705"
nm0516360,Ken Loach,1936.0,,"director,writer,producer","tt5168192,tt0114671,tt0313670,tt0460989"
nm0516384,Terry Loane,,,"director,assistant_director,writer","tt0388154,tt0944947,tt9381998,tt6036728"
nm0516465,Mike Lobell,,,"producer,actor,executive","tt0117765,tt0314353,tt0110167,tt0081759"
nm0516598,Robert LoCash,,,"writer,producer,actor","tt0110622,tt0116531,tt0131857,tt0102510"
nm0516700,Sean Lock,1963.0,,"writer,actor,producer","tt0287021,tt0354262,tt0380136,tt0417332"
nm0516779,Peter Locke,,,"producer,actor,director","tt0454841,tt0116361,tt0077681,tt0800069"
nm0516800,Sondra Locke,1944.0,2018.0,"actress,director,soundtrack","tt0076070,tt0077523,tt0080472,tt0086383"
nm0516876,Gene Lockhart,1891.0,1957.0,"actor,soundtrack,writer","tt0036872,tt0039628,tt0032599,tt0049055"
nm0516880,Julie Lockhart,,,producer,"tt1430626,tt0324742,tt0192145,tt2872750"
nm0516908,Andrew Lockington,1974.0,,"composer,music_department,soundtrack","tt6515910,tt2231461,tt1024648,tt2126355"
nm0516918,Loryn Locklin,1968.0,,"actress,miscellaneous","tt0112022,tt0106950,tt0103035,tt0128591"
nm0516972,Gary Lockwood,1937.0,,"actor,soundtrack","tt0071054,tt0064679,tt0060028,tt0062622"
nm0516994,Margaret Lockwood,1916.0,1990.0,"actress,soundtrack,writer","tt0039509,tt0030341,tt0032842,tt0050233"
nm0517064,Kurt Loder,1945.0,,"actor,writer,miscellaneous","tt0229260,tt0109068,tt0098987,tt1226229"
nm0517109,John Trumper,1923.0,2004.0,"editor,writer","tt0064505,tt0067128,tt0062155,tt0058632"
nm0517188,Jeph Loeb,1958.0,,"producer,writer,miscellaneous","tt0090142,tt3322312,tt2357547,tt2364582"
nm0517264,Louis R. Loeffler,1897.0,1972.0,"editor,director,special_effects","tt0052561,tt0056907,tt0047422,tt0037008"
nm0517310,Margaret Loesch,1946.0,,"producer,production_manager,writer","tt0094449,tt1765510,tt0092106,tt0086764"
nm0517448,Lennie Loftin,,,actor,"tt0381849,tt0287978,tt1013743,tt3315342"
nm0517452,Hugh Lofting,1886.0,1947.0,writer,"tt0240462,tt0118998,tt0061584,tt6673612"
nm0517467,Cirroc Lofton,1978.0,,actor,"tt0205649,tt0103786,tt0106145,tt0460651"
nm0517521,Bruce Logan,,,"cinematographer,visual_effects,producer","tt0084827,tt0062622,tt0076759,tt5974780"
nm0517589,John Logan,1961.0,,"writer,producer,executive","tt0338751,tt0172495,tt1074638,tt0408236"
nm0517615,Michael Logan,,,writer,"tt0191124,tt0043522,tt0060620,tt0053291"
nm0517642,Phyllis Logan,1956.0,,"actress,soundtrack","tt6398184,tt0036606,tt1606375,tt0117589"
nm0517808,Grace Loh,,,"producer,miscellaneous","tt0146882,tt6536520,tt0884224,tt1231587"
nm0517820,Lindsay Lohan,1986.0,,"actress,soundtrack,producer","tt0120783,tt0897361,tt0377092,tt0322330"
nm0517844,Alison Lohman,1979.0,,actress,"tt1127180,tt0325805,tt0319061,tt0283139"
nm0518085,Kristanna Loken,1979.0,,"actress,producer,executive","tt0481561,tt0460780,tt0181852,tt0383222"
nm0518321,Louise Lombard,1970.0,,actress,"tt0101123,tt10362466,tt0247082,tt0317648"
nm0518470,Lou Lombardo,1932.0,2002.0,"editor,editorial_department,producer","tt0070334,tt0065214,tt0093565,tt0078446"
nm0518505,Tony Lombardo,,,"editor,editorial_department,actor","tt0097815,tt0098554,tt0070334,tt0104952"
nm0518511,Domenick Lombardozzi,1976.0,,actor,"tt3682448,tt2404311,tt0419749,tt0126916"
nm0518561,Daniel A. Lomino,,,"production_designer,art_director,art_department","tt0075860,tt0088172,tt0096256,tt0094862"
nm0518644,Richard Loncraine,1946.0,,"director,writer,actor","tt0114279,tt0083693,tt0185906,tt0408345"
nm0518687,Daniel London,,,"actor,producer,soundtrack","tt0129290,tt0181689,tt0804497,tt0294870"
nm0518711,Jack London,1876.0,1916.0,"writer,actor","tt7504726,tt6412452,tt0019787,tt8356280"
nm0518715,Jason London,1972.0,,"actor,producer,writer","tt0144814,tt0106677,tt0114682,tt0102388"
nm0518718,Jeremy London,1972.0,,"actor,director,producer","tt0113749,tt5537328,tt0200755,tt0101124"
nm0518755,Melody London,,,"editor,editorial_department,miscellaneous","tt0379217,tt0097940,tt0088184,tt0090967"
nm0518757,Michael London,,,"producer,miscellaneous,executive","tt0375063,tt0328538,tt0857191,tt0315983"
nm0518821,John Lone,1952.0,,"actor,soundtrack","tt0266915,tt0093389,tt0090350,tt0111143"
nm0518836,Kenneth Lonergan,1962.0,,"writer,actor,director","tt4034228,tt0217505,tt0203230,tt0466893"
nm0519009,Jeannie Long,,,writer,"tt2404573,tt0251127,tt1095428"
nm0519026,John Long,,,"writer,producer","tt3699736,tt7573088,tt1124061,tt0106582"
nm0519043,Justin Long,1978.0,,"actor,producer,writer","tt0337978,tt0263488,tt0177789,tt0384793"
nm0519154,Rachel Long,,,"writer,producer","tt2007333,tt2073661,tt1813609,tt3427708"
nm0519296,Claudine Longet,1942.0,,"actress,soundtrack,writer","tt0910936,tt0314786,tt0063415,tt0064641"
nm0519366,Mitch Longley,1965.0,,actor,"tt0209069,tt0118435,tt0364828,tt0056758"
nm0519434,Robert Longo,1953.0,,"director,writer,soundtrack","tt0113481,tt0094674,tt0096708,tt6911220"
nm0519456,Eva Longoria,1975.0,,"actress,producer,director","tt0433387,tt2294677,tt0443632,tt0410975"
nm0519530,Barry Longyear,1942.0,,writer,"tt0089092,tt2214080"
nm0519666,Lisa Loomer,1950.0,,"writer,miscellaneous,actress","tt0203259,tt0172493,tt0103437,tt6875952"
nm0519731,Lung Hsiao,,,"writer,director,assistant_director","tt0078252,tt0082179,tt0080179,tt1949242"
nm0519969,Philippe Lopes-Curval,1951.0,,"writer,assistant_director,director","tt0078549,tt0372824,tt0474439,tt0079322"
nm0520064,George Lopez,1961.0,,"producer,actor,writer","tt0817230,tt1436562,tt0424774,tt0310460"
nm0520164,Perry Lopez,1929.0,2008.0,"actor,soundtrack","tt0065938,tt0060028,tt0071315,tt0100828"
nm0520188,Robert Lopez,1975.0,,"soundtrack,composer,music_department","tt1449283,tt4520988,tt2380307,tt2294629"
nm0520224,Vernetta Lopez,,,actress,"tt3289728,tt5759336,tt1028406,tt5343346"
nm0520288,Santo Loquasto,1944.0,,"production_designer,costume_designer,art_department","tt2334873,tt0109348,tt4513674,tt0093818"
nm0520485,Peter Lord,1953.0,,"producer,animation_department,director","tt0312004,tt0424095,tt0435939,tt0120630"
nm0520488,Phil Lord,1975.0,,"producer,writer,director","tt4633694,tt0305011,tt1490017,tt2294449"
nm0520501,Robert Lord,1900.0,1976.0,"writer,producer,production_manager","tt0027367,tt0023305,tt0032701,tt0042593"
nm0520533,Anne Lordon,,,"producer,actress,production_manager","tt0175203,tt0086941,tt0073188,tt0096163"
nm0520562,Brad Loree,1960.0,,"stunts,actor,miscellaneous","tt0290334,tt0184894,tt0409459,tt0111438"
nm0520749,Robert Lorenz,,,"assistant_director,producer,director","tt0327056,tt0405159,tt2083383,tt2179136"
nm0520893,Dean Lorey,1967.0,,"producer,writer,director","tt0367279,tt0110443,tt11238096,tt7658402"
nm0520943,Ray Loriga,1967.0,,"writer,director,soundtrack","tt0119900,tt0458500,tt0380736,tt0118819"
nm0521051,Jean-Pierre Lorit,1960.0,,"actor,soundtrack","tt4758646,tt0111495,tt0110579,tt0362225"
nm0521143,Chuck Lorre,1952.0,,"writer,producer,music_department","tt0118303,tt0898266,tt0369179,tt7255502"
nm0521233,Los Lobos,,,"soundtrack,music_department,composer","tt0093378,tt0112851,tt0227538,tt0101393"
nm0521443,Susanne Lothar,1960.0,2012.0,actress,"tt1149362,tt1781769,tt0976051,tt0119167"
nm0521554,Evan A. Lottman,1931.0,2001.0,"editor,actor,editorial_department","tt0091499,tt0070047,tt0100404,tt0078788"
nm0521649,David Loucka,,,"writer,producer,miscellaneous","tt0498381,tt1462041,tt1582507,tt0097235"
nm0521739,David Loughery,,,"writer,producer","tt1198138,tt0105104,tt0947802,tt6722030"
nm0521753,Lori Loughlin,1964.0,,"actress,producer,writer","tt2874692,tt0400037,tt0092359,tt0089981"
nm0521829,John Louie,1970.0,,actor,"tt0086789,tt0094070,tt0084786,tt0087363"
nm0521858,Daniel Louis,1953.0,,"producer,production_manager,location_management","tt0081721,tt0275560,tt0338135,tt1258134"
nm0521974,Todd Louiso,1970.0,,"actor,director,writer","tt2884018,tt0116695,tt2063666,tt0146882"
nm0522028,John Lounsbery,1911.0,1976.0,"animation_department,director","tt0058331,tt0070608,tt0076363,tt0076618"
nm0522393,Nick Love,1969.0,,"writer,producer,director","tt8038720,tt0857190,tt0385705,tt1470827"
nm0522454,H.P. Lovecraft,1890.0,1937.0,writer,"tt7133366,tt5073642,tt0089885,tt2215473"
nm0522479,Deirdre Lovejoy,1962.0,,actress,"tt0462590,tt0306414,tt7826108,tt2741602"
nm0522481,Frank Lovejoy,1912.0,1962.0,"actor,soundtrack","tt0045332,tt0042123,tt0042593,tt0043665"
nm0522487,Ray Lovejoy,1939.0,2001.0,"editor,editorial_department,director","tt0062622,tt0085811,tt0090605,tt0120738"
nm0522554,Jim Lovell,1928.0,,"writer,miscellaneous,actor","tt4810284,tt0925248,tt0112384,tt0074851"
nm0522571,Patricia Lovell,1929.0,2013.0,"producer,actress,miscellaneous","tt0075782,tt0082432,tt0073540,tt0093718"
nm0522635,Otho Lovering,1892.0,1968.0,"editor,editorial_department,director","tt0032484,tt0027383,tt0056217,tt0031971"
nm0522686,Norman Lovett,1946.0,,"actor,writer,soundtrack","tt0094535,tt0123341,tt0083505,tt0826167"
nm0522689,Robert Q. Lovett,,,"editor,editorial_department,music_department","tt0106489,tt0072251,tt0082085,tt0087089"
nm0522757,Michelle Lovretta,,,"writer,producer,soundtrack","tt1837654,tt1429449,tt2397255,tt3952222"
nm0522946,Georgina Lowe,,,"producer,production_manager","tt0117589,tt1045670,tt1431181,tt0107653"
nm0523010,Mundell Lowe,1922.0,2017.0,"composer,music_department,soundtrack","tt0076710,tt0058855,tt0138075,tt0068555"
nm0523094,Jeff Lowell,1973.0,,"producer,writer,miscellaneous","tt0369179,tt0165961,tt0785006,tt0455967"
nm0523180,Yuri Lowenthal,1971.0,,"actor,producer,writer","tt5807780,tt2293002,tt3778644,tt0473444"
nm0523276,Declan Lowney,1960.0,,"director,producer,actor","tt2319283,tt0469021,tt10986410,tt5396394"
nm0523324,Hunt Lowry,,,"producer,production_manager,miscellaneous","tt0104691,tt0246578,tt0284978,tt0113071"
nm0523342,Lois Lowry,1937.0,,writer,"tt5206260,tt0272312,tt7685596,tt0435651"
nm0523415,Loy Mendonsa,,,"soundtrack,composer,music_department","tt0347304,tt1188996,tt0292490,tt2356180"
nm0523881,Emmanuel Lubezki,1964.0,,"cinematographer,producer,director","tt0206634,tt1454468,tt1663202,tt2562232"
nm0523892,Aaron Lubin,,,"producer,talent_agent","tt0491152,tt5165368,tt0455958,tt0491109"
nm0523932,Ernst Lubitsch,1892.0,1947.0,"director,actor,writer","tt0019257,tt0033045,tt0031725,tt0035446"
nm0524095,Caryn Lucas,,,"producer,writer,miscellaneous","tt0212346,tt0106080,tt1830622,tt0385307"
nm0524190,Jon Lucas,,,"writer,producer,director","tt1119646,tt1711425,tt6359956,tt4651520"
nm0524197,Josh Lucas,1971.0,,"actor,producer,cinematographer","tt1950186,tt0268978,tt0256415,tt0385726"
nm0524217,Laurent Lucas,1965.0,,"actor,producer","tt0216800,tt0362246,tt3218580,tt4954522"
nm0524342,Gary Lucchesi,,,"producer,executive","tt1655441,tt0405159,tt0117381,tt0401855"
nm0524528,Fabrice Luchini,1951.0,,"actor,writer,producer","tt0115638,tt2207050,tt0796335,tt1964624"
nm0524597,Michael Luciano,1909.0,1992.0,"editor,editorial_department,producer","tt0061578,tt0058213,tt0071771,tt0056687"
nm0524710,Michael Lucker,,,"producer,writer,director","tt0166813,tt0457993,tt0299172,tt0279967"
nm0524745,Thad Luckinbill,1975.0,,"actor,producer","tt0305711,tt3397884,tt2652092,tt5052474"
nm0524796,Janet Lucroy,,,"camera_department,cinematographer,visual_effects","tt0120623,tt0198781,tt0120363,tt0317705"
nm0524803,Arnold Lucy,1865.0,1945.0,actor,"tt0020629,tt0013110,tt0011329,tt0021272"
nm0524829,Hugo Luczyc-Wyhowski,1957.0,,"production_designer,art_department,art_director","tt1045772,tt1067774,tt0208092,tt0301199"
nm0524839,Ludacris,1977.0,,"soundtrack,actor,composer","tt1905041,tt1596343,tt0375679,tt2820852"
nm0524853,Barbara Luddy,1908.0,1979.0,"actress,soundtrack","tt0076363,tt0020955,tt0048280,tt0053285"
nm0524855,Tom Luddy,,,"producer,actor,special_effects","tt0092618,tt0077745,tt0108071,tt0094169"
nm0524924,Robert Ludlum,1927.0,2001.0,"writer,actor,producer","tt0258463,tt4196776,tt0372183,tt1194173"
nm0525059,Tony Ludwig,,,producer,"tt0918940,tt0218967,tt0149261,tt0901476"
nm0525076,Ted Ludzik,1966.0,,"actor,writer","tt0165832,tt0462465,tt0318627,tt0457419"
nm0525104,Kurt Luedtke,1939.0,2020.0,writer,"tt0089755,tt0297595,tt0081974,tt0156934"
nm0525141,John Luessenhop,,,"director,writer,producer","tt1135084,tt1572315,tt0210359,tt6749318"
nm0525160,Brad Luff,,,"producer,miscellaneous","tt0146336,tt1904996,tt0329691,tt0277371"
nm0525303,Baz Luhrmann,1962.0,,"writer,producer,director","tt0203009,tt0117509,tt0455824,tt1343092"
nm0525319,Giancarlo Lui,1930.0,,"camera_department,director,writer","tt0175284,tt0337981,tt0080491"
nm0525405,Michael J. Luisi,,,"producer,miscellaneous,writer","tt2388715,tt4573516,tt6513120,tt1911644"
nm0525518,Florian Lukas,1973.0,,"actor,soundtrack,producer","tt2278388,tt1525780,tt0177507,tt0301357"
nm0525659,Robert Luketic,1973.0,,"director,producer,writer","tt1142988,tt1103153,tt0478087,tt0250494"
nm0525742,Wolfgang Lukschy,1905.0,1983.0,"actor,miscellaneous,director","tt0045707,tt0047989,tt0051235,tt0058461"
nm0525793,Folco Lulli,1912.0,1970.0,"actor,writer,producer","tt0056558,tt0056945,tt0167862,tt0046268"
nm0525855,Carl Lumbly,1951.0,,actor,"tt4731136,tt0203019,tt0285333,tt0086856"
nm0525886,Jenny Lumet,1967.0,,"producer,writer,actress","tt0083806,tt1084950,tt2345759,tt5171438"
nm0525921,Joanna Lumley,1946.0,,"actress,producer,soundtrack","tt0121164,tt0105929,tt0993846,tt2674426"
nm0525961,D. Scott Lumpkin,,,"producer,production_manager,location_management","tt9779516,tt5606664,tt1259528,tt1615160"
nm0526019,Diego Luna,1979.0,,"actor,producer,director","tt2262227,tt3748528,tt1013753,tt0245574"
nm0526199,Kátia Lund,1966.0,,"director,writer,assistant_director","tt0118615,tt0317248,tt2166160,tt0296108"
nm0526259,Zoë Lund,1962.0,1999.0,"actress,writer,soundtrack","tt0109982,tt0103759,tt0094482,tt0082776"
nm0526406,Joan Lunden,1950.0,,"actress,writer","tt0427944,tt2191671,tt0103241,tt0118883"
nm0526412,Karen Lunder,,,"producer,casting_department,miscellaneous","tt6663582,tt2057392,tt0419984,tt2543164"
nm0526456,P.A. Lundgren,1911.0,2002.0,"production_designer,art_director,art_department","tt0050976,tt0048641,tt0053976,tt0070148"
nm0526459,Siv Lundgren,,,"editor,sound_department,miscellaneous","tt0069467,tt0062070,tt6725014,tt0073401"
nm0526616,Henrik Lundström,1983.0,,actor,"tt0452032,tt4179452,tt1733785,tt0338309"
nm0526694,Fei Lung,1943.0,,"actor,stunts,assistant_director","tt0077246,tt0067009,tt2531076,tt0200120"
nm0526724,Cherie Lunghi,1952.0,,actress,"tt0194946,tt0109836,tt0091530,tt0082348"
nm0526753,John Lunn,1956.0,,"composer,soundtrack,music_department","tt4179452,tt1178522,tt2372220,tt1606375"
nm0526824,Guanzhong Luo,1330.0,1400.0,writer,"tt1326972,tt7587604,tt0929419,tt0425637"
nm0526917,Daniel Lupi,,,"producer,production_manager,miscellaneous","tt5776858,tt0443272,tt0469494,tt1560747"
nm0526939,Tabitha Lupien,1988.0,,"actress,producer,transportation_department","tt0107438,tt0111987,tt0111070,tt0427327"
nm0526967,Frank Lupo,,,"writer,producer,script_department","tt0429493,tt0086789,tt0084967,tt0086734"
nm0526985,Patti LuPone,1949.0,,"actress,soundtrack","tt0090329,tt0120202,tt0252503,tt1904996"
nm0527002,Federico Luppi,1934.0,2017.0,"actor,director","tt0119626,tt0457430,tt0256009,tt0104029"
nm0527091,Deborah Lurie,1974.0,,"music_department,composer,soundtrack","tt0493464,tt0989757,tt0413300,tt1068242"
nm0527099,John Lurie,1952.0,,"music_department,soundtrack,actor","tt0088184,tt0090967,tt0100935,tt0113161"
nm0527109,Rod Lurie,1962.0,,"writer,director,producer","tt0220293,tt0999913,tt0208874,tt1073241"
nm0527167,Tom Luse,,,"production_manager,producer,location_management","tt0263488,tt1285309,tt1748227,tt1520211"
nm0527217,Hamilton Luske,1903.0,1968.0,"director,animation_department,producer","tt0046183,tt0032910,tt0058331,tt0042332"
nm0527261,Patrick Lussier,,,"editor,editorial_department,director","tt1340138,tt0219653,tt1502404,tt1179891"
nm0527322,Branko Lustig,1932.0,2019.0,"producer,production_manager,assistant_director","tt0108052,tt0120053,tt0172495,tt0320661"
nm0527350,William Lustig,1955.0,,"producer,director,actor","tt0106308,tt2103217,tt0076159,tt0076887"
nm0527523,Rachel Luttrell,1971.0,,"actress,writer,producer","tt1560220,tt0374455,tt4154756,tt4154796"
nm0527567,George Lutz,1947.0,2006.0,writer,"tt0384806,tt4126690,tt1229946,tt1786665"
nm0527581,Karen McCullah,,,"writer,producer,miscellaneous","tt1142988,tt0852713,tt0147800,tt0250494"
nm0527582,Kathy Lutz,1946.0,2004.0,writer,"tt0384806,tt1786665,tt4126690,tt1229946"
nm0527937,Troels Lyby,1966.0,,"actor,soundtrack,director","tt0273719,tt0388727,tt2438644,tt1699135"
nm0528244,Brian Lynch,1973.0,,"writer,actor,director","tt2709768,tt0448694,tt0118842,tt2293640"
nm0528260,Colin Patrick Lynch,1968.0,,"actor,writer,director","tt0391304,tt0379786,tt0103064,tt0183649"
nm0528331,Jane Lynch,1960.0,,"actress,soundtrack,producer","tt0310281,tt1772341,tt0430922,tt1327801"
nm0528381,Liam Lynch,1970.0,,"director,soundtrack,music_department","tt0365830,tt0189308,tt0332379,tt0305011"
nm0528462,Susan Lynch,1971.0,,"actress,soundtrack,director","tt0375735,tt0120681,tt0158033,tt0166396"
nm0528525,Nicholas Lyndhurst,1961.0,,"actor,soundtrack","tt0115195,tt0106014,tt1553620,tt0081912"
nm0528530,Barré Lyndon,1896.0,1972.0,"writer,miscellaneous","tt0044672,tt0046534,tt0043052,tt0037795"
nm0528539,Simon Lyndon,1971.0,,"actor,director,writer","tt0118735,tt0221073,tt0120863,tt1604070"
nm0528621,William H. Lynn,1888.0,1952.0,actor,"tt0042546,tt0043700,tt0046475,tt0370179"
nm0528718,Jonathan Lynn,1943.0,,"writer,actor,director","tt0104952,tt0088930,tt0100280,tt0080306"
nm0528724,Julie Lynn,,,"producer,miscellaneous,actress","tt0866437,tt6450804,tt0449487,tt5442430"
nm0528930,Gail Lyon,,,"producer,executive","tt0119177,tt0195685,tt0335559,tt1226273"
nm0528936,Jamieson Price,1961.0,,"actor,sound_department,miscellaneous","tt0385700,tt0094625,tt0187393,tt0293416"
nm0528987,Sue Lyon,1946.0,2019.0,"actress,soundtrack","tt0070126,tt0062380,tt0056193,tt0058404"
nm0529050,Elena Lyons,1973.0,,actress,"tt0247082,tt0364845,tt0344777,tt0331953"
nm0529071,James Lyons,1960.0,2007.0,"editor,actor,editorial_department","tt0159097,tt0116594,tt0297884,tt0120879"
nm0529092,John S. Lyons,,,"casting_director,producer,casting_department","tt0119256,tt0118749,tt0116282,tt0100150"
nm0529450,Miklós László,1903.0,1973.0,"writer,actor","tt0128853,tt0033045,tt0041507,tt0040159"
nm0529543,Jean-Pierre Léaud,1944.0,,"actor,assistant_director,director","tt0060675,tt0070849,tt0099818,tt0053198"
nm0529563,Claude Léger,1945.0,,"producer,production_manager,assistant_director","tt1645155,tt0110027,tt1430612,tt1374992"
nm0529646,Eugène Lépicier,,,producer,"tt0074806,tt0062229,tt0074114,tt0079106"
nm0529648,Jean Lépine,1948.0,,"cinematographer,camera_department","tt0216216,tt0132563,tt0221013,tt0105151"
nm0530249,Mario Lopez,1973.0,,"actor,producer,soundtrack","tt1226229,tt0112112,tt0096694,tt10380934"
nm0530365,Sergi López,1965.0,,"actor,soundtrack","tt0216800,tt0301199,tt0204709,tt0457430"
nm0530505,Hans Lönnerheden,1951.0,,"miscellaneous,producer,production_manager","tt2113681,tt1139797,tt0338309,tt1132620"
nm0530771,Adetokumboh M'Cormack,1982.0,,"actor,producer,director","tt0450259,tt6517102,tt1843866,tt0411008"
nm0530853,Fibe Ma,,,writer,"tt0113326,tt0104558,tt0112455,tt0117786"
nm0530864,Jingwu Ma,,,"actor,director","tt2240929,tt6778444,tt0101640,tt0425637"
nm0530995,Peter Maas,1929.0,2001.0,"writer,soundtrack,actor","tt0068341,tt0089555,tt0077807,tt0070666"
nm0531069,Kate Maberly,1982.0,,"actress,writer,producer","tt0108071,tt0308644,tt0112040,tt0483776"
nm0531095,Eric Mabius,1971.0,,"actor,producer","tt0114906,tt0132910,tt0120804,tt0139134"
nm0531101,Luke Mably,1976.0,,actor,"tt0289043,tt6473344,tt0337697,tt1258197"
nm0531269,Charles MacArthur,1895.0,1956.0,"writer,director,producer","tt0025009,tt0032599,tt0026970,tt0032145"
nm0531310,Julio Macat,1957.0,,"cinematographer,camera_department,producer","tt0089907,tt0089941,tt0117218,tt0098439"
nm0531355,Tristan MacAvery,1958.0,,"actor,miscellaneous","tt0169858,tt0112159,tt0169880,tt0107061"
nm0531381,Bonnie MacBird,,,"actress,writer,assistant_director","tt1104001,tt6604188,tt1812523,tt0084827"
nm0531384,Demetra J. MacBride,,,producer,"tt0102536,tt0097940,tt0112817,tt0379217"
nm0531431,Ruggero Maccari,1919.0,1989.0,"writer,director,miscellaneous","tt0093004,tt0060545,tt0076085,tt0082883"
nm0531546,Simon MacCorkindale,1952.0,2010.0,"actor,producer,director","tt0081858,tt0098773,tt0085750,tt0077413"
nm0531602,Andrew Macdonald,1966.0,,"producer,executive,actor","tt0111149,tt0470752,tt0117951,tt2763304"
nm0531688,Don MacDonald,,,"composer,music_department,soundtrack","tt2215207,tt0457572,tt0116783,tt0486595"
nm0531763,James MacDonald,1906.0,1991.0,"actor,sound_department,soundtrack","tt0042332,tt0043274,tt0058331,tt0076618"
nm0531792,John D. MacDonald,1916.0,1986.0,writer,"tt0055824,tt0043238,tt0101540,tt0041037"
nm0531808,Kelly Macdonald,1976.0,,"actress,soundtrack","tt1217209,tt0477348,tt2763304,tt0280707"
nm0531811,Kenneth MacDonald,1950.0,2001.0,"actor,music_department","tt0167872,tt0081878,tt0186933,tt0081912"
nm0531817,Kevin Macdonald,1967.0,,"director,producer,writer","tt1894476,tt0473705,tt0379557,tt0455590"
nm0531827,Laurie MacDonald,1953.0,,producer,"tt1907668,tt0419887,tt0119654,tt0408236"
nm0531878,Philip MacDonald,1901.0,1980.0,writer,"tt0028138,tt0032976,tt0026607,tt0037549"
nm0531924,Scott MacDonald,,,"actor,miscellaneous","tt0418763,tt0116671,tt7631816,tt5689056"
nm0531933,Shauna Macdonald,1981.0,,actress,"tt1450321,tt1073105,tt0435625,tt0490181"
nm0531973,William J. MacDonald,,,"writer,producer,actor","tt0384766,tt0113451,tt0108162,tt0120053"
nm0532030,Ranald MacDougall,1915.0,1973.0,"writer,director,producer","tt0037913,tt0056937,tt0053454,tt0041445"
nm0532193,Matthew Macfadyen,1974.0,,actor,"tt0870111,tt0414387,tt0795368,tt1509767"
nm0532235,Seth MacFarlane,1973.0,,"writer,music_department,producer","tt2557490,tt1637725,tt0397306,tt0182576"
nm0532284,Kenneth Macgowan,1888.0,1963.0,"producer,writer,miscellaneous","tt0025019,tt0029047,tt0024264,tt0037017"
nm0532290,Jack MacGowran,1918.0,1973.0,"actor,writer","tt0061655,tt0070047,tt0045061,tt0052722"
nm0532298,Ali MacGraw,1939.0,,"actress,producer,soundtrack","tt0077369,tt0068638,tt0064381,tt0066011"
nm0532368,Peter Macgregor-Scott,1947.0,2017.0,"producer,production_manager,assistant_director","tt0106977,tt0112462,tt0118688,tt0406816"
