tconst,ordering,nconst,category,job,characters
tt0349710,6,nm0171474,writer,written by,
tt0349710,7,nm0798661,producer,producer,
tt0349710,8,nm0743919,composer,,
tt0349710,9,nm0141677,cinematographer,director of photography,
tt0349825,10,nm0831578,cinematographer,,
tt0349825,1,nm0000621,actor,,"[""Herb Brooks""]"
tt0349825,2,nm0165101,actress,,"[""Patti Brooks""]"
tt0349825,3,nm0922263,actor,,"[""Rob McClanahan""]"
tt0349825,4,nm0001187,actor,,"[""Craig Patrick""]"
tt0349825,5,nm0640334,director,,
tt0349825,6,nm1325865,writer,written by,
tt0349825,7,nm0161891,producer,producer,
tt0349825,8,nm0336668,producer,producer,
tt0349825,9,nm0006142,composer,,
tt0349903,10,nm0391794,composer,,
tt0349903,1,nm0000123,actor,,"[""Danny Ocean""]"
tt0349903,2,nm0000093,actor,,"[""Rusty Ryan""]"
tt0349903,3,nm0000210,actress,,"[""Tess Ocean""]"
tt0349903,4,nm0001876,actress,,"[""Isabel Lahiri""]"
tt0349903,5,nm0001752,director,,
tt0349903,6,nm1079776,writer,written by,
tt0349903,7,nm0425138,writer,characters,
tt0349903,8,nm0751207,writer,characters,
tt0349903,9,nm0005545,producer,producer,
tt0350028,10,nm0002170,producer,producer,
tt0350028,1,nm0005028,actress,,"[""Helen Harris""]"
tt0350028,2,nm0179173,actor,,"[""Pastor Dan Parker""]"
tt0350028,3,nm0000349,actress,,"[""Jenny Portman""]"
tt0350028,4,nm0659363,actress,,"[""Audrey Davis""]"
tt0350028,5,nm0005190,director,,
tt0350028,6,nm0166767,writer,story,
tt0350028,7,nm1621084,writer,story,
tt0350028,8,nm0024856,writer,screenplay,
tt0350028,9,nm0066764,writer,screenplay,
tt0350258,10,nm0035661,composer,,
tt0350258,1,nm0004937,actor,,"[""Ray Charles""]"
tt0350258,2,nm0005093,actress,,"[""Margie Hendricks""]"
tt0350258,3,nm0913488,actress,,"[""Della Bea Robinson""]"
tt0350258,4,nm0694066,actor,,"[""Jeff Brown""]"
tt0350258,5,nm0000431,director,,
tt0350258,6,nm1343803,writer,story,
tt0350258,7,nm0049920,producer,producer,
tt0350258,8,nm0049945,producer,producer,
tt0350258,9,nm0071363,producer,producer,
tt0350261,10,nm0480467,producer,producer,
tt0350261,1,nm0000182,actress,,"[""Jean Gilkyson""]"
tt0350261,2,nm0000602,actor,,"[""Einar Gilkyson""]"
tt0350261,3,nm0000151,actor,,"[""Mitch Bradley""]"
tt0350261,4,nm0524197,actor,,"[""Crane Curtis""]"
tt0350261,5,nm0002120,director,,
tt0350261,6,nm0819533,writer,written by,
tt0350261,7,nm1552063,writer,written by,
tt0350261,8,nm0390970,producer,producer,
tt0350261,9,nm0480440,producer,producer,
tt0351283,10,nm0001877,composer,,
tt0351283,1,nm0001674,actor,,"[""Marty""]"
tt0351283,2,nm0001774,actor,,"[""Alex""]"
tt0351283,3,nm0001710,actor,,"[""Melman""]"
tt0351283,4,nm0000586,actress,,"[""Gloria""]"
tt0351283,5,nm0201509,director,,
tt0351283,6,nm0569891,director,,
tt0351283,7,nm0123666,writer,written by,
tt0351283,8,nm1129905,writer,written by,
tt0351283,9,nm0814969,producer,producer,
tt0351977,10,nm0002718,writer,screenplay,
tt0351977,1,nm0425005,actor,,"[""Chris Vaughn""]"
tt0351977,2,nm1008709,actress,,"[""Deni""]"
tt0351977,3,nm0424216,actor,,"[""Ray Templeton""]"
tt0351977,4,nm0100889,actor,,"[""Sheriff Stan Watkins""]"
tt0351977,5,nm0106230,director,,
tt0351977,6,nm0109858,writer,earlier screenplay,
tt0351977,7,nm0458318,writer,screenplay,
tt0351977,8,nm0316888,writer,screenplay,
tt0351977,9,nm0505522,writer,screenplay,
tt0352248,10,nm0002353,composer,,
tt0352248,1,nm0000128,actor,,"[""Jim Braddock""]"
tt0352248,2,nm0000250,actress,,"[""Mae Braddock""]"
tt0352248,3,nm0081572,actor,,"[""Max Baer""]"
tt0352248,4,nm0316079,actor,,"[""Joe Gould""]"
tt0352248,5,nm0000165,director,,
tt0352248,6,nm0391132,writer,screenplay,
tt0352248,7,nm0326040,writer,screenplay,
tt0352248,8,nm0004976,producer,producer,
tt0352248,9,nm0001508,producer,producer,
tt0353049,10,nm3536504,actress,,"[""Lil' Jon Announcer"",""Negrodamus Announcer"",""Cat Puppet""]"
tt0353049,1,nm0152638,actor,,"[""Various"",""Self - Host""]"
tt0353049,2,nm0712603,actor,,"[""Announcer"",""Self - Host"",""Beautiful""]"
tt0353049,3,nm0997901,actor,,"[""Announcer"",""Self - Announcer"",""Various""]"
tt0353049,4,nm0614151,self,,"[""Self"",""Self - Host"",""Buc Nasty""]"
tt0353049,5,nm0107366,writer,creator,
tt0353049,6,nm0080049,self,,"[""Himself - Musical Guest"",""Anonymous Actor"",""Banjo Player""]"
tt0353049,7,nm0669132,actor,,"[""Various"",""Frankenstein's Co-Worker"",""Gay KKK Member""]"
tt0353049,8,nm1285508,actress,,"[""Ashley 'Smashly' Evans"",""Dave's Date"",""Dave's Mother""]"
tt0353049,9,nm0055616,actor,,"[""Dave's Friend"",""Fisticuffs Fan"",""Guy in the Club""]"
tt0353969,10,nm1396406,producer,producer,
tt0353969,1,nm0814280,actor,,"[""Detective Park Doo-man""]"
tt0353969,2,nm1235292,actor,,"[""Detective Seo Tae-yoon""]"
tt0353969,3,nm1323287,actor,,"[""Detective Cho Yong-koo""]"
tt0353969,4,nm1138201,actor,,"[""Sergeant Shin Dong-chul""]"
tt0353969,5,nm0094435,director,,
tt0353969,6,nm1323286,writer,play,
tt0353969,7,nm1646563,writer,writer,
tt0353969,8,nm0149223,producer,producer,
tt0353969,9,nm0453617,producer,producer,
tt0354899,10,nm0919761,editor,,
tt0354899,1,nm0305558,actor,,"[""Stéphane Miroux""]"
tt0354899,2,nm0001250,actress,,"[""Stéphanie""]"
tt0354899,3,nm0591877,actress,,"[""Christine Miroux""]"
tt0354899,4,nm0149260,actor,,"[""Guy""]"
tt0354899,5,nm0327273,director,,
tt0354899,6,nm1028107,producer,producer,
tt0354899,7,nm2198489,producer,producer,
tt0354899,8,nm0076259,composer,,
tt0354899,9,nm0093610,cinematographer,,
tt0355295,10,nm0005875,cinematographer,director of photography,
tt0355295,1,nm0000354,actor,,"[""Wilhelm Grimm""]"
tt0355295,2,nm0005132,actor,,"[""Jacob Grimm""]"
tt0355295,3,nm0000899,actress,,"[""Mirror Queen""]"
tt0355295,4,nm1996295,actor,,"[""Young Will""]"
tt0355295,5,nm0000416,director,,
tt0355295,6,nm0472567,writer,written by,
tt0355295,7,nm0090394,producer,producer,
tt0355295,8,nm0746273,producer,producer,
tt0355295,9,nm0547050,composer,,
tt0355702,10,nm0724706,editor,,
tt0355702,1,nm0005132,actor,,"[""Skip""]"
tt0355702,2,nm0386472,actor,,"[""Jay""]"
tt0355702,3,nm0711559,actor,,"[""Tony""]"
tt0355702,4,nm0424216,actor,,"[""Topper Burks""]"
tt0355702,5,nm0362566,director,,
tt0355702,6,nm0672769,writer,written by,
tt0355702,7,nm0513170,producer,producer,
tt0355702,8,nm0006205,composer,,
tt0355702,9,nm0204567,cinematographer,director of photography,
tt0356150,10,nm0892868,composer,,
tt0356150,1,nm1310709,actor,,"[""Scott Thomas""]"
tt0356150,2,nm0686009,actor,,"[""Cooper Harris""]"
tt0356150,3,nm0005502,actress,,"[""Jenny""]"
tt0356150,4,nm0922563,actor,,"[""Jamie""]"
tt0356150,5,nm0769840,director,,
tt0356150,6,nm0073688,director,co-director,
tt0356150,7,nm0541635,director,co-director,
tt0356150,8,nm0325175,producer,producer,
tt0356150,9,nm1532344,producer,producer,
tt0356470,10,nm0921222,producer,producer,
tt0356470,1,nm0240381,actress,,"[""Sam""]"
tt0356470,2,nm0614877,actor,,"[""Austin""]"
tt0356470,3,nm0177639,actress,,"[""Fiona""]"
tt0356470,4,nm0126004,actor,,"[""Carter""]"
tt0356470,5,nm0743093,director,,
tt0356470,6,nm1354901,writer,written by,
tt0356470,7,nm1058415,producer,producer,
tt0356470,8,nm0523324,producer,producer,
tt0356470,9,nm0783346,producer,producer,
tt0356618,10,nm0000035,composer,,
tt0356618,1,nm0000194,actress,,"[""Telly""]"
tt0356618,2,nm0922035,actor,,"[""Ash""]"
tt0356618,3,nm1468254,actor,,"[""Sam""]"
tt0356618,4,nm1721039,actor,,"[""Sam at 5""]"
tt0356618,5,nm0747849,director,,
tt0356618,6,nm0224187,writer,written by,
tt0356618,7,nm0169260,producer,producer,
tt0356618,8,nm0423134,producer,producer,
tt0356618,9,nm0005387,producer,producer,
tt0356634,10,nm0065100,composer,,
tt0356634,1,nm0005227,actor,,"[""Jon""]"
tt0356634,2,nm0001349,actress,,"[""Liz""]"
tt0356634,3,nm0864997,actor,,"[""Happy Chapman""]"
tt0356634,4,nm0000195,actor,,"[""Garfield""]"
tt0356634,5,nm0382072,director,,
tt0356634,6,nm0204825,writer,"comic strip ""Garfield""",
tt0356634,7,nm0169505,writer,written by,
tt0356634,8,nm0812513,writer,written by,
tt0356634,9,nm0204862,producer,producer,
tt0356680,10,nm0829480,production_designer,,
tt0356680,1,nm0000551,actor,,"[""Everett Stone""]"
tt0356680,2,nm0000572,actress,,"[""Meredith Morton""]"
tt0356680,3,nm0000132,actress,,"[""Julie Morton""]"
tt0356680,4,nm0000473,actress,,"[""Sybil Stone""]"
tt0356680,5,nm0080120,director,,
tt0356680,6,nm0518757,producer,producer,
tt0356680,7,nm0315974,composer,,
tt0356680,8,nm0003446,cinematographer,director of photography,
tt0356680,9,nm0285701,editor,,
tt0356721,10,nm0005687,cinematographer,director of photography,
tt0356721,1,nm0005403,actor,,"[""Albert Markovski""]"
tt0356721,2,nm0000179,actor,,"[""Brad Stand""]"
tt0356721,3,nm0915208,actress,,"[""Dawn Campbell""]"
tt0356721,4,nm0000242,actor,,"[""Tommy Corn""]"
tt0356721,5,nm0751102,director,,
tt0356721,6,nm1337885,writer,written by,
tt0356721,7,nm0329084,producer,producer,
tt0356721,8,nm0748784,producer,producer,
tt0356721,9,nm0109726,composer,,
tt0356910,10,nm0586969,producer,producer,
tt0356910,1,nm0000093,actor,,"[""John Smith""]"
tt0356910,2,nm0001401,actress,,"[""Jane Smith""]"
tt0356910,3,nm0111013,actor,,"[""Benjamin Danz""]"
tt0356910,4,nm0000681,actor,,"[""Eddie""]"
tt0356910,5,nm0510731,director,,
tt0356910,6,nm1334526,writer,written by,
tt0356910,7,nm0287946,producer,producer,
tt0356910,8,nm0326040,producer,producer,
tt0356910,9,nm0572805,producer,producer,
tt0357277,10,nm1360299,writer,written by,
tt0357277,1,nm0004950,actress,,"[""Elektra""]"
tt0357277,2,nm0899681,actor,,"[""Mark Miller""]"
tt0357277,3,nm0498449,actor,,"[""Kirigi""]"
tt0357277,4,nm0698977,actress,,"[""Abby Miller""]"
tt0357277,5,nm0101385,director,,
tt0357277,6,nm0425756,writer,motion picture characters,
tt0357277,7,nm0588340,writer,comic book characters,
tt0357277,8,nm0672015,writer,written by,
tt0357277,9,nm0955974,writer,written by,
tt0357413,10,nm0366812,production_designer,,
tt0357413,1,nm0002071,actor,,"[""Ron Burgundy""]"
tt0357413,2,nm0000775,actress,,"[""Veronica Corningstone""]"
tt0357413,3,nm0136797,actor,,"[""Brick Tamland""]"
tt0357413,4,nm0748620,actor,,"[""Brian Fantana""]"
tt0357413,5,nm0570912,director,,
tt0357413,6,nm0031976,producer,producer,
tt0357413,7,nm0943391,composer,,
tt0357413,8,nm0005630,cinematographer,director of photography,
tt0357413,9,nm0924544,editor,,
tt0357507,10,nm0849964,producer,producer,
tt0357507,1,nm0005538,actor,,"[""Tim""]"
tt0357507,2,nm0221043,actress,,"[""Kate Houghton""]"
tt0357507,3,nm0005128,actress,,"[""Tim's Mother""]"
tt0357507,4,nm0566084,actress,,"[""Franny""]"
tt0357507,5,nm0443181,director,,
tt0357507,6,nm0471392,writer,story,
tt0357507,7,nm1340000,writer,screenplay,
tt0357507,8,nm0925482,writer,screenplay,
tt0357507,9,nm0000600,producer,producer,
tt0358082,10,nm0304665,writer,screenplay,
tt0358082,1,nm0000191,actor,,"[""Rodney Copperbottom""]"
tt0358082,2,nm0000932,actress,,"[""Cappy""]"
tt0358082,3,nm0000316,actor,,"[""Bigweld""]"
tt0358082,4,nm0000245,actor,,"[""Fender""]"
tt0358082,5,nm0917188,director,,
tt0358082,6,nm0757858,director,co-director,
tt0358082,7,nm0593856,writer,story,
tt0358082,8,nm0572151,writer,story,
tt0358082,9,nm1865755,writer,story,
tt0358135,10,nm0001189,composer,,
tt0358135,1,nm0000152,actor,,"[""John Clark""]"
tt0358135,2,nm0000182,actress,,"[""Paulina""]"
tt0358135,3,nm0000215,actress,,"[""Beverly Clark""]"
tt0358135,4,nm0001804,actor,,"[""Link""]"
tt0358135,5,nm0155093,director,,
tt0358135,6,nm0839397,writer,,
tt0358135,7,nm0920108,writer,screenplay,
tt0358135,8,nm0276353,producer,producer,
tt0358135,9,nm0022903,composer,,
tt0358273,10,nm0465298,producer,producer,
tt0358273,1,nm0001618,actor,,"[""John R. Cash""]"
tt0358273,2,nm0000702,actress,,"[""June Carter""]"
tt0358273,3,nm0329481,actress,,"[""Vivian Cash""]"
tt0358273,4,nm0001598,actor,,"[""Ray Cash""]"
tt0358273,5,nm0003506,director,,
tt0358273,6,nm0143599,writer,"book ""Man in Black""",
tt0358273,7,nm0219456,writer,written by,
tt0358273,8,nm1789517,writer,"book ""Cash: The Autobiography""",
tt0358273,9,nm0005077,producer,producer,
tt0359013,10,nm1014697,composer,,
tt0359013,1,nm0000648,actor,,"[""Blade""]"
tt0359013,2,nm0001434,actor,,"[""Whistler""]"
tt0359013,3,nm0000205,actress,,"[""Danica Talos""]"
tt0359013,4,nm0005351,actor,,"[""Hannibal King""]"
tt0359013,5,nm0333060,director,,
tt0359013,6,nm0938379,writer,character,
tt0359013,7,nm0170160,writer,character,
tt0359013,8,nm0291293,producer,producer,
tt0359013,9,nm0365036,producer,producer,
tt0359950,10,nm0788640,composer,,
tt0359950,1,nm0001774,actor,,"[""Walter Mitty""]"
tt0359950,2,nm1325419,actress,,"[""Cheryl Melhoff""]"
tt0359950,3,nm1789985,actor,,"[""Tim Naughton""]"
tt0359950,4,nm1063517,actress,,"[""Odessa Mitty""]"
tt0359950,5,nm0175726,writer,screenplay by,
tt0359950,6,nm0862122,writer,based on the short story by,
tt0359950,7,nm0180366,producer,producer,
tt0359950,8,nm0326412,producer,producer,
tt0359950,9,nm0326415,producer,producer,
tt0360009,10,nm0006142,composer,,
tt0360009,1,nm0000174,actor,,"[""Scott""]"
tt0360009,2,nm1035682,actor,,"[""Curtis""]"
tt0360009,3,nm0000513,actor,,"[""Stoddard""]"
tt0360009,4,nm0004137,actress,,"[""Jackie Black""]"
tt0360009,5,nm0000519,director,,
tt0360009,6,nm1520491,producer,producer,
tt0360009,7,nm0224537,producer,producer,
tt0360009,8,nm0513165,producer,producer,
tt0360009,9,nm0759627,producer,producer,
tt0360139,10,nm0661406,producer,producer,
tt0360139,1,nm0601553,actress,,"[""Anna Foster""]"
tt0360139,2,nm0328828,actor,,"[""Ben Calder""]"
tt0360139,3,nm0001319,actor,,"[""President James Foster""]"
tt0360139,4,nm1197466,actor,,"[""Grant Hillman""]"
tt0360139,5,nm0128225,director,,
tt0360139,6,nm0346938,writer,written by,
tt0360139,7,nm1447604,writer,written by,
tt0360139,8,nm0424663,producer,producer,
tt0360139,9,nm0467255,producer,producer,
tt0360201,10,nm0153877,producer,producer,
tt0360201,1,nm0000379,actress,,"[""Lizzie Bradbury""]"
tt0360201,2,nm0079273,actor,,"[""Peter Colt""]"
tt0360201,3,nm0269463,actor,,"[""Ron Roth""]"
tt0360201,4,nm0000554,actor,,"[""Dennis Bradbury""]"
tt0360201,5,nm0518644,director,,
tt0360201,6,nm0111845,writer,written by,
tt0360201,7,nm0280814,writer,written by,
tt0360201,8,nm0505662,writer,written by,
tt0360201,9,nm0079677,producer,producer,
tt0360486,10,nm0225146,producer,producer,
tt0360486,1,nm0000206,actor,,"[""John Constantine""]"
tt0360486,2,nm0001838,actress,,"[""Angela Dodson"",""Isabel Dodson""]"
tt0360486,3,nm0005023,actor,,"[""Midnite""]"
tt0360486,4,nm0479471,actor,,"[""Chas Kramer""]"
tt0360486,5,nm1349376,director,,
tt0360486,6,nm1393443,writer,"comic book ""Hellblazer""",
tt0360486,7,nm1212017,writer,"comic book ""Hellblazer""",
tt0360486,8,nm0110778,writer,story,
tt0360486,9,nm0135141,writer,screenplay,
tt0360717,10,nm0088245,producer,producer,
tt0360717,1,nm0915208,actress,,"[""Ann Darrow""]"
tt0360717,2,nm0085312,actor,,"[""Carl Denham""]"
tt0360717,3,nm0004778,actor,,"[""Jack Driscoll""]"
tt0360717,4,nm0470981,actor,,"[""Captain Englehorn""]"
tt0360717,5,nm0001392,director,,
tt0360717,6,nm0909638,writer,screenplay,
tt0360717,7,nm0101991,writer,screenplay,
tt0360717,8,nm0178260,writer,based on a story by,
tt0360717,9,nm0908624,writer,based on a story by,
tt0361127,10,nm0296636,editor,,
tt0361127,1,nm0000102,actor,,"[""Walter""]"
tt0361127,2,nm0001718,actress,,"[""Vicki""]"
tt0361127,3,nm0080049,actor,,"[""Sgt. Lucas""]"
tt0361127,4,nm0004979,actor,,"[""Bob""]"
tt0361127,5,nm0975026,director,,
tt0361127,6,nm1350319,writer,play,
tt0361127,7,nm0200005,producer,producer,
tt0361127,8,nm0489059,composer,,
tt0361127,9,nm0004267,cinematographer,director of photography,
tt0361217,10,nm0319698,actress,,"[""Gina Russo""]"
tt0361217,1,nm0909620,actor,,"[""Dr. Sean McNamara""]"
tt0361217,2,nm0573037,actor,,"[""Dr. Christian Troy""]"
tt0361217,3,nm0000613,actress,,"[""Julia McNamara""]"
tt0361217,4,nm0378161,actor,,"[""Matt McNamara""]"
tt0361217,5,nm0614682,writer,creator,
tt0361217,6,nm0005173,actress,,"[""Dr. Liz Cruz""]"
tt0361217,7,nm0458868,actress,,"[""Nurse Linda""]"
tt0361217,8,nm1023018,actress,,"[""Kimber Henry""]"
tt0361217,9,nm1414985,actress,,"[""Annie McNamara""]"
tt0361467,10,nm0006205,composer,,
tt0361467,1,nm0517820,actress,,"[""Lola""]"
tt0361467,2,nm1083271,actress,,"[""Carla""]"
tt0361467,3,nm0305081,actor,,"[""Stu""]"
tt0361467,4,nm0000444,actress,,"[""Karen""]"
tt0361467,5,nm0837406,director,,
tt0361467,6,nm1358381,writer,book,
tt0361467,7,nm0661275,writer,screenplay,
tt0361467,8,nm0500107,producer,producer,
tt0361467,9,nm0005414,producer,producer,
tt0361596,10,nm1651785,editor,,
tt0361596,1,nm0601619,self,,"[""Self - Narrator""]"
tt0361596,2,nm0124133,archive_footage,,"[""Self""]"
tt0361596,3,nm0000255,archive_footage,,"[""Self""]"
tt0361596,4,nm0005567,archive_footage,,"[""Self""]"
tt0361596,5,nm0194365,producer,producer,
tt0361596,6,nm0323359,producer,producer,
tt0361596,7,nm1345020,composer,,
tt0361596,8,nm0257373,editor,,
tt0361596,9,nm0725063,editor,,
tt0361696,10,nm0722603,producer,producer,
tt0361696,1,nm0240381,actress,,"[""Teresa 'Terri' Fletcher""]"
tt0361696,2,nm0179173,actor,,"[""Mr. Torvald""]"
tt0361696,3,nm0000360,actress,,"[""Aunt Nina""]"
tt0361696,4,nm1268888,actor,,"[""Jay Corgan""]"
tt0361696,5,nm0573732,director,,
tt0361696,6,nm1112597,writer,story,
tt0361696,7,nm1368026,writer,screenplay,
tt0361696,8,nm0112335,producer,producer,
tt0361696,9,nm0228690,producer,producer,
tt0361748,1,nm0000093,actor,,"[""Lt. Aldo Raine""]"
tt0361748,2,nm1208167,actress,,"[""Bridget von Hammersmark""]"
tt0361748,3,nm0744834,actor,,"[""Sgt. Donny Donowitz""]"
tt0361748,4,nm0491259,actress,,"[""Shosanna""]"
tt0361748,5,nm0000233,director,,
tt0361748,6,nm0004744,producer,producer,
tt0361748,7,nm0724744,cinematographer,director of photography,
tt0361748,8,nm0579673,editor,,
tt0361748,9,nm0913300,production_designer,,
tt0361862,10,nm0209303,editor,,
tt0361862,1,nm0000288,actor,,"[""Trevor Reznik""]"
tt0361862,2,nm0000492,actress,,"[""Stevie""]"
tt0361862,3,nm0845209,actress,,"[""Marie""]"
tt0361862,4,nm0788767,actor,,"[""Ivan""]"
tt0361862,5,nm0026442,director,,
tt0361862,6,nm0466925,writer,written by,
tt0361862,7,nm0273327,producer,producer,
tt0361862,8,nm0063414,composer,,
tt0361862,9,nm0319885,cinematographer,director of photography,
tt0362120,10,nm0005541,writer,characters,
tt0362120,1,nm0267506,actress,,"[""Cindy""]"
tt0362120,2,nm0356021,actress,,"[""Brenda""]"
tt0362120,3,nm0081572,actor,,"[""Tom""]"
tt0362120,4,nm0000597,actor,,"[""Henry Hale""]"
tt0362120,5,nm0001878,director,,
tt0362120,6,nm0563301,writer,screenplay,
tt0362120,7,nm0000720,writer,screenplay,
tt0362120,8,nm0698493,writer,screenplay,
tt0362120,9,nm0915465,writer,characters,
tt0362165,10,nm0306755,cinematographer,director of photography,
tt0362165,1,nm0005085,actor,,"[""Tim Avery""]"
tt0362165,2,nm0005025,actress,,"[""Tonya Avery""]"
tt0362165,3,nm0001086,actor,,"[""Loki""]"
tt0362165,4,nm1591757,actor,,"[""Alvey""]"
tt0362165,5,nm0349183,director,,
tt0362165,6,nm1141749,writer,written by,
tt0362165,7,nm0400385,producer,producer,
tt0362165,8,nm0472256,producer,producer,
tt0362165,9,nm0006055,composer,,
tt0362225,10,nm0644393,cinematographer,,
tt0362225,1,nm0167388,actor,,"[""Alexandre Beck""]"
tt0362225,2,nm0189887,actress,,"[""Margot Beck""]"
tt0362225,3,nm0244707,actor,,"[""Jacques Laurentin""]"
tt0362225,4,nm0000218,actress,,"[""Hélène Perkins""]"
tt0362225,5,nm0133899,director,,
tt0362225,6,nm1454192,writer,"novel ""Tell No One""",
tt0362225,7,nm1162222,writer,,
tt0362225,8,nm0040927,producer,producer,
tt0362225,9,nm1342060,composer,,
tt0362227,10,nm0662748,producer,producer,
tt0362227,1,nm0000158,actor,,"[""Viktor Navorski""]"
tt0362227,2,nm0001876,actress,,"[""Amelia Warren""]"
tt0362227,3,nm0564277,actor,,"[""Mulroy""]"
tt0362227,4,nm0001804,actor,,"[""Frank Dixon""]"
tt0362227,5,nm0000229,director,,
tt0362227,6,nm0629272,writer,story,
tt0362227,7,nm0315065,writer,story,
tt0362227,8,nm0622288,writer,screenplay,
tt0362227,9,nm0531827,producer,producer,
tt0362269,10,nm0792555,production_designer,,
tt0362269,1,nm0000553,actor,,"[""Alfred Kinsey""]"
tt0362269,2,nm0001473,actress,,"[""Clara McMillen""]"
tt0362269,3,nm0000563,actor,,"[""Wardell Pomeroy""]"
tt0362269,4,nm0765597,actor,,"[""Clyde Martin""]"
tt0362269,5,nm0174374,director,,
tt0362269,6,nm0616153,producer,producer,
tt0362269,7,nm0001980,composer,,
tt0362269,8,nm0005695,cinematographer,director of photography,
tt0362269,9,nm0441717,editor,,
tt0362270,10,nm0005934,cinematographer,director of photography,
tt0362270,1,nm0000195,actor,,"[""Steve Zissou""]"
tt0362270,2,nm0005562,actor,,"[""Ned Plimpton""]"
tt0362270,3,nm0001378,actress,,"[""Eleanor Zissou""]"
tt0362270,4,nm0000949,actress,,"[""Jane Winslett-Richardson""]"
tt0362270,5,nm0027572,director,,
tt0362270,6,nm0000876,writer,written by,
tt0362270,7,nm0578814,producer,producer,
tt0362270,8,nm0748784,producer,producer,
tt0362270,9,nm0006205,composer,,
tt0362359,10,nm0197638,actor,,"[""Caleb Nichol""]"
tt0362359,1,nm0059215,actress,,"[""Marissa Cooper""]"
tt0362359,2,nm0111013,actor,,"[""Seth Cohen""]"
tt0362359,3,nm0001251,actor,,"[""Sandy Cohen""]"
tt0362359,4,nm0746414,actress,,"[""Kirsten Cohen""]"
tt0362359,5,nm0777300,writer,creator,
tt0362359,6,nm1360270,actor,,"[""Ryan Atwood""]"
tt0362359,7,nm1377375,actress,,"[""Summer Roberts""]"
tt0362359,8,nm0164918,actress,,"[""Julie Cooper"",""Julie Cooper-Nichol""]"
tt0362359,9,nm0004883,actor,,"[""Jimmy Cooper""]"
tt0362478,10,nm1374751,composer,,
tt0362478,1,nm0000139,actress,,"[""Norma Lewis""]"
tt0362478,2,nm0005188,actor,,"[""Arthur Lewis""]"
tt0362478,3,nm0001449,actor,,"[""Arlington Steward""]"
tt0362478,4,nm0714310,actor,,"[""Norm Cahill""]"
tt0362478,5,nm0446819,director,,
tt0362478,6,nm0558577,writer,"short story ""Button, Button""",
tt0362478,7,nm1469853,producer,producer,
tt0362478,8,nm0572014,producer,producer,
tt0362478,9,nm2562869,composer,,
tt0363163,10,nm0951598,composer,,
tt0363163,1,nm0004486,actor,,"[""Adolf Hitler""]"
tt0363163,2,nm0487884,actress,,"[""Traudl Junge""]"
tt0363163,3,nm0559890,actor,,"[""Joseph Goebbels""]"
tt0363163,4,nm0477810,actress,,"[""Eva Braun""]"
tt0363163,5,nm0386570,director,,
tt0363163,6,nm0251536,writer,written by,
tt0363163,7,nm0275264,writer,"based on the book ""Der Untergang: Hitler und das Ende des Dritten Reiches"" by",
tt0363163,8,nm0432622,writer,"based on the book ""Bis zur letzten Stunde"" by",
tt0363163,9,nm0612199,writer,"based on the book ""Bis zur letzten Stunde"" by",
tt0363226,10,nm0411388,production_designer,,
tt0363226,1,nm0001429,actor,,"[""Zatôichi"",""Ichi""]"
tt0363226,2,nm0038355,actor,,"[""Hattori Genosuke""]"
tt0363226,3,nm0622407,actress,,"[""O-Shino, Hattori's Wife""]"
tt0363226,4,nm0644856,actress,,"[""Aunt Oume""]"
tt0363226,5,nm0793753,writer,novels,
tt0363226,6,nm0535320,producer,producer,
tt0363226,7,nm0840608,composer,,
tt0363226,8,nm0945851,cinematographer,,
tt0363226,9,nm0649025,editor,,
tt0363328,10,nm0575849,actor,,"[""Craig"",""Craig Ramirez""]"
tt0363328,1,nm0068166,actor,,"[""Drake Parker""]"
tt0363328,2,nm0669681,actor,,"[""Josh Nichols""]"
tt0363328,3,nm1388927,actress,,"[""Megan Parker""]"
tt0363328,4,nm0838262,actress,,"[""Audrey Parker-Nichols""]"
tt0363328,5,nm0773759,writer,creator,
tt0363328,6,nm0326245,actor,,"[""Walter Nichols""]"
tt0363328,7,nm1216633,actor,,"[""Eric"",""Eric Blonowitz"",""Nerdy Boy #2""]"
tt0363328,8,nm0212604,actor,,"[""Wade Shay""]"
tt0363328,9,nm1304328,actress,,"[""Helen"",""Helen Ophelia Duwall""]"
tt0363547,10,nm0748283,producer,producer,
tt0363547,1,nm0001631,actress,,"[""Ana""]"
tt0363547,2,nm0000609,actor,,"[""Kenneth""]"
tt0363547,3,nm0001616,actor,,"[""Andre""]"
tt0363547,4,nm0916617,actor,,"[""Michael""]"
tt0363547,5,nm0811583,director,,
tt0363547,6,nm0001681,writer,,
tt0363547,7,nm0348181,writer,screenplay,
tt0363547,8,nm0008953,producer,producer,
tt0363547,9,nm0628080,producer,producer,
tt0363589,10,nm1378626,actress,,"[""Nicole""]"
tt0363589,1,nm1371432,actor,,"[""Elias""]"
tt0363589,2,nm1372713,actor,,"[""Alex""]"
tt0363589,3,nm1370494,actor,,"[""Eric""]"
tt0363589,4,nm1440281,actor,,"[""John McFarland""]"
tt0363589,5,nm0001814,director,,
tt0363589,6,nm0937714,producer,producer,
tt0363589,7,nm0767647,cinematographer,director of photography,
tt0363589,8,nm1378573,actress,,"[""Jordan""]"
tt0363589,9,nm1377431,actress,,"[""Carrie""]"
tt0363771,10,nm0425741,producer,producer,
tt0363771,1,nm0842770,actress,,"[""White Witch""]"
