tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,genre1,genre2,genre3,url,averageRating,numVotes,metascore,country,primary_language,color,budget,opening_weekend_usa,gross_usa,cumulative_worldwide,tagline,summary,image_url
tt0317219,movie,Cars,Cars,0,2006,,117.0,"Animation,Comedy,Family",Animation,Comedy,Family,https://www.imdb.com/title/tt0317219,7.1,366200,73,USA,English,Color,"$120,000,000","$60,119,509,","$244,082,982","$461,991,867",Ahhh... it's got that new movie smell.,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.","https://m.media-amazon.com/images/M/MV5BMTg5NzY0MzA2MV5BMl5BanBnXkFtZTYwNDc3NTc2._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0317248,movie,City of God,Cidade de Deus,0,2002,,130.0,"Crime,Drama",Crime,Drama,,https://www.imdb.com/title/tt0317248,8.6,696302,79,Brazil,Portuguese,Color,"BRL3,300,000","$88,292,","$7,564,459","$30,680,793",15 miles from paradise...one man will do anything to tell the world everything.,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0317303,movie,Daddy Day Care,Daddy Day Care,0,2003,,92.0,"Comedy,Family",Comedy,Family,,https://www.imdb.com/title/tt0317303,5.6,63490,39,USA,English,Color,"$60,000,000","$27,623,580,","$104,297,061","$164,433,867",D-Day Is Coming,"Two men, Charlie Hinton (Eddie Murphy) and Phil Ryerson (Jeff Garlin), get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.","https://m.media-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0317648,movie,Hidalgo,Hidalgo,0,2004,,136.0,"Action,Adventure,Biography",Action,Adventure,Biography,https://www.imdb.com/title/tt0317648,6.7,77140,54,USA,English,Color,"$100,000,000","$18,829,435,","$67,303,450","$108,040,622","Experience the incredible true story of a man who left behind the world he knew, and found the courage to do the impossible","In 1890, a down-and-out cowboy and his horse travel to Arabia to compete in a deadly cross desert horse race.","https://m.media-amazon.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0317676,movie,House of the Dead,House of the Dead,0,2003,,90.0,"Action,Adventure,Horror",Action,Adventure,Horror,https://www.imdb.com/title/tt0317676,2.0,35841,15,Germany,English,Color,"$12,000,000","$5,500,000,","$10,249,719","$13,818,181",How do you kill something that's already dead? Any... way... you... can!,"A group of college students travels to a mysterious island to attend a rave, which is soon taken over by bloodthirsty zombies.","https://m.media-amazon.com/images/M/MV5BNzlmNTFlN2QtM2IxZi00NDc0LTgyMTQtNDNjNTBmODQzZDVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0317705,movie,The Incredibles,The Incredibles,0,2004,,115.0,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt0317705,8.0,653766,90,USA,English,Color,"$92,000,000","$70,467,623,","$261,441,092","$631,606,713",Super cool,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.","https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0317740,movie,The Italian Job,The Italian Job,0,2003,,111.0,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt0317740,7.0,341365,68,USA,English,Color,"$60,000,000","$19,457,944,","$106,128,601","$176,070,171","Chiisana YATSU hodo, karei ni kimeru [Japan]","After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.","https://m.media-amazon.com/images/M/MV5BNDYyNzYxNjYtNmYzMC00MTE0LWIwMmYtNTAyZDBjYTIxMTRhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0317919,movie,Mission: Impossible III,Mission: Impossible III,0,2006,,126.0,"Action,Adventure,Thriller",Action,Adventure,Thriller,https://www.imdb.com/title/tt0317919,6.9,329150,66,USA,English,Color,"$150,000,000","$47,743,273,","$134,029,801","$398,479,497",The Mission Begins 05:05:06,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,"https://m.media-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0318155,movie,Looney Tunes: Back in Action,Looney Tunes: Back in Action,0,2003,,93.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0318155,5.7,33083,64,Germany,English,Color,"$80,000,000","$9,317,371,","$20,991,364","$68,514,844",The biggest animated adventure ever to hit real life,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,"https://m.media-amazon.com/images/M/MV5BMTkxNDk5MDQ2MF5BMl5BanBnXkFtZTYwMTA0Nzc2._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0318374,movie,The Cooler,The Cooler,0,2003,,101.0,"Drama,Romance",Drama,Romance,,https://www.imdb.com/title/tt0318374,6.9,32400,69,USA,English,Color,"$3,200,000","$128,973,","$8,291,572","$10,464,788",When your life depends on losing... the last thing you need is lady luck.,"In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.","https://m.media-amazon.com/images/M/MV5BMTQzOTI5MDcxMV5BMl5BanBnXkFtZTYwMDQwOTI3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0318411,movie,The Magdalene Sisters,The Magdalene Sisters,0,2002,,114.0,Drama,Drama,,,https://www.imdb.com/title/tt0318411,7.7,25862,83,Ireland,English,Color,,"$84,553,","$4,890,878","$21,107,578",In a place that defied belief their only hope was each other.,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,"https://m.media-amazon.com/images/M/MV5BMTI2NzU1NTc1NF5BMl5BanBnXkFtZTcwOTQ1MjAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0318462,movie,The Motorcycle Diaries,Diarios de motocicleta,0,2004,,126.0,"Adventure,Biography,Drama",Adventure,Biography,Drama,https://www.imdb.com/title/tt0318462,7.8,96378,75,Argentina,Spanish,Black and White,,"$159,819,","$16,781,387","$57,663,711",Let the world change you... and you can change the world,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,"https://m.media-amazon.com/images/M/MV5BOTNmZTgyMzAtMTUwZC00NjAwLTk4MjktODllYTY5YTUwN2YwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0318627,movie,Resident Evil: Apocalypse,Resident Evil: Apocalypse,0,2004,,94.0,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,https://www.imdb.com/title/tt0318627,6.2,185608,35,Germany,English,Color,"$45,000,000","$23,036,273,","$51,201,453","$129,342,769","I'm good, but I'm not that good","Alice wakes up in the Raccoon City hospital after the area has been overrun by zombies, and must now make it out of the city before a nuclear bomb is dropped.","https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0318649,movie,Sahara,Sahara,0,2005,,124.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt0318649,6.0,91880,41,UK,English,Color,"$130,000,000","$18,068,372,","$68,671,925","$119,240,351",Dirk Pitt. Adventure has a new name.,"Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.","https://m.media-amazon.com/images/M/MV5BMjExOTM4NDUzNV5BMl5BanBnXkFtZTcwOTgzNzczMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0318871,tvSeries,Berserk,Kenpû Denki Berserk,0,1997,1998.0,23.0,"Action,Adventure,Animation",Action,Adventure,Animation,https://www.imdb.com/title/tt0318871,8.7,28357,,Japan,English,Color,,,,,"Is the destiny of mankind controlled by some transcendental entity or Law? Is it like the hand of God hovering above? At least it is true, that man has no control, even over his own will","Guts is a skilled swordsman who joins forces with a mercenary group named 'The Band of the Hawk', lead by the charismatic Griffith, and fights with them as they battle their way into the royal court.","https://m.media-amazon.com/images/M/MV5BYWE1YTU4NmYtMTY2Ni00NDIxLTgwMzYtNWJjYWE4MDE5OTE1XkEyXkFqcGdeQXVyNjc2NjA5MTU@._V1_UY268_CR6,0,182,268_AL_.jpg"
tt0319061,movie,Big Fish,Big Fish,0,2003,,125.0,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,https://www.imdb.com/title/tt0319061,8.0,413872,58,USA,English,Color,"$70,000,000","$207,377,","$66,809,693","$123,218,424",An adventure as big as life itself.,A frustrated son tries to determine the fact from fiction in his dying father's life.,"https://m.media-amazon.com/images/M/MV5BMmU3NzIyODctYjVhOC00NzBmLTlhNWItMzBlODEwZTlmMjUzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0319262,movie,The Day After Tomorrow,The Day After Tomorrow,0,2004,,124.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,https://www.imdb.com/title/tt0319262,6.4,413746,47,USA,English,Color,"$125,000,000","$68,743,584,","$186,740,799","$552,639,571","10,000 years ago, one storm changed the face of our planet. On May 28, It will happen again.","Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.","https://m.media-amazon.com/images/M/MV5BMTM3NDU4NDA2Ml5BMl5BanBnXkFtZTYwNzcxNjY2._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0319343,movie,Elf,Elf,0,2003,,97.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,https://www.imdb.com/title/tt0319343,7.0,229414,64,USA,English,Color,"$33,000,000","$32,100,000,","$176,630,408","$223,853,736","This holiday, discover your inner elf.","After discovering he is a human, a man raised as an elf at the North Pole decides to travel to New York City to locate his real father.","https://m.media-amazon.com/images/M/MV5BMzUxNzkzMzQtYjIxZC00NzU0LThkYTQtZjNhNTljMTA1MDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0319969,tvSeries,Carnivàle,Carnivàle,0,2003,2005.0,55.0,"Drama,Fantasy,Mystery",Drama,Fantasy,Mystery,https://www.imdb.com/title/tt0319969,8.4,42301,,USA,English,Color,,,,,Into each generation is born a creature of light and a creature of darkness.,"During the Great Depression, an Oklahoma farm boy and a charismatic minister learn that they are key players in a proxy war being fought between Heaven and Hell.","https://m.media-amazon.com/images/M/MV5BMDU5YTdlNzItZjhhMy00YmRkLWI2MzAtNTU5ZDFiNjFiYmVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0320661,movie,Kingdom of Heaven,Kingdom of Heaven,0,2005,,144.0,"Action,Adventure,Drama",Action,Adventure,Drama,https://www.imdb.com/title/tt0320661,7.2,266135,63,UK,English,Color,"$130,000,000","$19,635,996,","$47,398,413","$218,122,627","Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.","https://m.media-amazon.com/images/M/MV5BODczYmE3ZDYtZjIwNC00ZTJhLThkMGUtZDcyNzkyNWMyZDNiXkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0320691,movie,Underworld,Underworld,0,2003,,121.0,"Action,Fantasy,Thriller",Action,Fantasy,Thriller,https://www.imdb.com/title/tt0320691,7.0,252191,42,USA,English,Color,"$22,000,000","$21,753,759,","$51,970,690","$95,708,457",An immortal battle for supremacy.,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.","https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0322259,movie,2 Fast 2 Furious,2 Fast 2 Furious,0,2003,,107.0,"Action,Crime,Thriller",Action,Crime,Thriller,https://www.imdb.com/title/tt0322259,5.9,250087,38,USA,English,Color,"$76,000,000","$50,472,480,","$127,154,901","$236,350,661",Cross the line one more time,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.,"https://m.media-amazon.com/images/M/MV5BMzExYjcyYWMtY2JkOC00NDUwLTg2OTgtMDI3MGY2OWQzMDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0322330,movie,Freaky Friday,Freaky Friday,0,2003,,97.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,https://www.imdb.com/title/tt0322330,6.2,124688,70,USA,English,Color,"$20,000,000","$22,203,007,","$110,230,332","$160,846,332",Get Your Freak On August 1st,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.","https://m.media-amazon.com/images/M/MV5BYmU4NTk4OWYtMjE4My00MGVkLTgwY2EtZTZjN2YyOGFiMDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0322589,movie,Honey,Honey,0,2003,,94.0,"Drama,Music,Romance",Drama,Music,Romance,https://www.imdb.com/title/tt0322589,5.4,43180,37,USA,English,Color,"$18,000,000","$12,856,040,","$30,308,417","$62,228,395",Her dream. Her terms.,"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.","https://m.media-amazon.com/images/M/MV5BMTIxODE4MTk0MF5BMl5BanBnXkFtZTcwMTg3NTAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0322802,movie,Jackass: The Movie,Jackass: The Movie,0,2002,,87.0,"Action,Comedy,Documentary",Action,Comedy,Documentary,https://www.imdb.com/title/tt0322802,6.6,81253,42,USA,English,Color,"$5,000,000","$22,763,437,","$64,255,312","$79,493,831",With stuff you'd never see on TV,Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.,"https://m.media-amazon.com/images/M/MV5BOTgwMmU0YzktOGNhNi00MDcyLTg1OGEtZGQwM2RlMTAyYzhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0323944,movie,Shattered Glass,Shattered Glass,0,2003,,94.0,"Drama,History",Drama,History,,https://www.imdb.com/title/tt0323944,7.1,33246,73,USA,English,Color,"$6,000,000","$77,540,","$2,220,008","$2,944,752",He'd do anything to get a great story.,The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine.,"https://m.media-amazon.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0324133,movie,Swimming Pool,Swimming Pool,0,2003,,102.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt0324133,6.7,42459,70,France,English,Color,,"$287,296,","$10,130,108","$22,441,497",Dive into this summer's sexiest mystery,"A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.","https://m.media-amazon.com/images/M/MV5BMTk2Mjg2MTE3NV5BMl5BanBnXkFtZTcwNDA0MTAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0324216,movie,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,0,2003,,98.0,Horror,Horror,,,https://www.imdb.com/title/tt0324216,6.2,129824,38,USA,English,Black and White,"$9,500,000","$29,100,000,","$80,571,655","$107,363,905",You want scary? THIS is scary!,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.","https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0324554,movie,Wicker Park,Wicker Park,0,2004,,114.0,"Drama,Mystery,Romance",Drama,Mystery,Romance,https://www.imdb.com/title/tt0324554,7.0,52676,40,USA,English,Color,"$30,000,000","$5,467,281,","$13,001,257","$21,741,598",Passion never dies.,"A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her.","https://m.media-amazon.com/images/M/MV5BZDU3ZDM5MTQtNDU5NS00NDY1LWI1ODYtMzRiYjU1MTdiNWYxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0325655,movie,The Eye,Gin gwai,0,2002,,99.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,https://www.imdb.com/title/tt0325655,6.7,27886,66,Hong Kong,Cantonese,Black and White,"SGD4,500,000",,"$512,049","$12,165,016",Setsunai kyôfu [Japan],"A blind girl gets a cornea transplant so that she would be able to see again. However, she got more than what she bargained for when she realized she could even see ghosts.","https://m.media-amazon.com/images/M/MV5BYTkwZWI4MWItM2Q5NS00YTU1LTk1ZjYtMGJiOTNkYmViMzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
tt0325703,movie,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,0,2003,,117.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,https://www.imdb.com/title/tt0325703,5.6,129690,43,USA,English,Color,"$95,000,000","$21,783,641,","$65,660,196","$160,099,222",,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.","https://m.media-amazon.com/images/M/MV5BYzYxOTgxYjAtNGI3MS00NDJkLTkyZWItZGM5MzRhOGYwYjlmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0325710,movie,The Last Samurai,The Last Samurai,0,2003,,154.0,"Action,Drama",Action,Drama,,https://www.imdb.com/title/tt0325710,7.7,398438,55,USA,English,Color,"$140,000,000","$24,271,354,","$111,127,263","$454,627,263","In the face of an enemy, in the Heart of One Man, Lies the Soul of a Warrior.",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,"https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0325805,movie,Matchstick Men,Matchstick Men,0,2003,,116.0,"Comedy,Crime,Drama",Comedy,Crime,Drama,https://www.imdb.com/title/tt0325805,7.3,123347,61,USA,English,Color,"$62,000,000","$13,087,307,","$36,906,460","$65,565,672",lie cheat steal rinse repeat,A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.,"https://m.media-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,,143.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,https://www.imdb.com/title/tt0325980,8.0,1011870,63,USA,English,Color,"$140,000,000","$46,630,690,","$305,413,918","$654,264,015",Over 3000 Islands of Paradise -- For Some it's A Blessing -- For Others... It's A Curse.,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0326856,movie,Envy,Envy,0,2004,,99.0,Comedy,Comedy,,,https://www.imdb.com/title/tt0326856,4.8,29799,31,USA,English,Color,"$40,000,000","$6,160,886,","$13,562,325","$14,494,036",It's for the neighbor with everything.,A man becomes increasingly jealous of his friend's newfound success.,"https://m.media-amazon.com/images/M/MV5BNTA5OTcyZmEtODUxZS00MWRhLTkxODItYmNmNGMwZDg3ZTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327056,movie,Mystic River,Mystic River,0,2003,,138.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,https://www.imdb.com/title/tt0327056,7.9,417489,84,USA,English,Color,"$25,000,000","$640,815,","$90,135,191","$156,595,191","We bury our sins, we wash them clean.",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,"https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327084,movie,Over the Hedge,Over the Hedge,0,2006,,83.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,https://www.imdb.com/title/tt0327084,6.7,159070,67,USA,English,Color,"$80,000,000","$38,457,003,","$155,019,340","$339,795,890",Get over it.,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.","https://m.media-amazon.com/images/M/MV5BMTQwMTQxNTcwOF5BMl5BanBnXkFtZTcwMzQ1NzUzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327137,movie,Secondhand Lions,Secondhand Lions,0,2003,,111.0,"Comedy,Drama,Family",Comedy,Drama,Family,https://www.imdb.com/title/tt0327137,7.5,52260,52,USA,English,Color,"$30,000,000","$12,900,000,","$42,070,939","$48,260,279",,"A coming-of-age story about a shy, young boy sent by his irresponsible mother to spend the summer with his wealthy, eccentric uncles in Texas.","https://m.media-amazon.com/images/M/MV5BMDExNDM3OGQtYjI3ZC00MmE0LWE0OGEtMzgxZDY2MDE1MDFjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0327162,movie,The Stepford Wives,The Stepford Wives,0,2004,,93.0,"Comedy,Horror,Sci-Fi",Comedy,Horror,Sci-Fi,https://www.imdb.com/title/tt0327162,5.3,60779,42,USA,English,Color,"$90,000,000","$21,406,781,","$59,484,742","$103,370,127",Make one.,The secret to a Stepford wife lies behind the doors of the Men's Association.,"https://m.media-amazon.com/images/M/MV5BMjEzNTM4ODM1OF5BMl5BanBnXkFtZTcwNjg4NzAzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327247,movie,The Whole Ten Yards,The Whole Ten Yards,0,2004,,98.0,"Comedy,Crime,Thriller",Comedy,Crime,Thriller,https://www.imdb.com/title/tt0327247,5.5,53946,24,USA,English,Color,"$40,000,000","$6,685,381,","$16,328,471","$26,170,671","They missed each other. This time, their aim is better.","Jimmy the Tulip's (Bruce Willis) quiet new life is shaken up by his old pal Oz (Matthew Perry), whose wife (Natasha Henstridge) has been kidnapped by a Hungarian mob. The Tulip and his wife Jill (Amanda Peet) spring into action.","https://m.media-amazon.com/images/M/MV5BMTcwMDE5NDcwNl5BMl5BanBnXkFtZTcwMjg1MzUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327437,movie,Around the World in 80 Days,Around the World in 80 Days,0,2004,,120.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt0327437,5.9,84555,49,USA,English,Color,"$110,000,000","$7,576,132,","$24,008,137","$72,178,895",Let your imagination soar.,"To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.","https://m.media-amazon.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327554,movie,Catwoman,Catwoman,0,2004,,104.0,"Action,Crime,Fantasy",Action,Crime,Fantasy,https://www.imdb.com/title/tt0327554,3.4,110561,27,USA,English,Color,"$100,000,000","$16,728,411,","$40,202,379","$82,102,379",CATch Her In IMAX,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.","https://m.media-amazon.com/images/M/MV5BMjA4MzM0NDAzOF5BMl5BanBnXkFtZTcwMDY3MDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327597,movie,Coraline,Coraline,0,2009,,100.0,"Animation,Drama,Family",Animation,Drama,Family,https://www.imdb.com/title/tt0327597,7.7,196776,80,USA,English,Black and White,"$60,000,000","$16,849,640,","$75,286,229","$124,596,837",Be careful what you wish for.,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327679,movie,Ella Enchanted,Ella Enchanted,0,2004,,96.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,https://www.imdb.com/title/tt0327679,6.3,61600,53,USA,English,Color,"$31,000,000","$6,100,000,","$22,918,387","$27,388,767",Get enchanted,"Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.","https://m.media-amazon.com/images/M/MV5BZGI1MjMzMWEtZDc3Ni00Y2RiLTllOGQtMTVlZjRkOGE3MGNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0327850,movie,The Rundown,The Rundown,0,2003,,104.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,https://www.imdb.com/title/tt0327850,6.7,100850,59,USA,English,Color,"$85,000,000","$18,553,765,","$47,726,342","$80,981,914",Welcome to Rock-Solid Entertainment!,A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.,"https://m.media-amazon.com/images/M/MV5BMWU3ZDYxZjMtZmYyOS00NWQyLTk1MmItNDg4ZWM2ZGQxOTNiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
